Order Date,Customer Number,Package Tracking ID,Order Line,SKU,Unit,Sale Amount
1/5/2019,C_51-05,P_BFA-4593,3,SKU-0672-423,6,114
1/5/2019,C_51-05,P_BFA-4593,4,SKU-0438-834,2,20
1/6/2019,C_61-01,P_BXS-2581,1,SKU-0425-386,5,30
1/6/2019,C_61-01,P_BXS-2581,2,SKU-0101-879,5,30
1/6/2019,C_61-01,P_BXS-2581,3,SKU-0631-293,3,51
1/6/2019,C_61-02,P_IWV-9884,1,SKU-0780-256,1,17
1/6/2019,C_61-02,P_IWV-9884,2,SKU-0516-897,5,80
1/6/2019,C_61-03,P_KTW-7344,1,SKU-0409-641,3,30
1/6/2019,C_61-03,P_KTW-7344,2,SKU-0830-468,4,76
1/6/2019,C_61-03,P_KTW-7344,3,SKU-0829-325,2,24
1/6/2019,C_61-03,P_KTW-7344,4,SKU-0982-701,6,54
1/6/2019,C_61-03,P_KTW-7344,5,SKU-0260-443,1,16
1/6/2019,C_61-03,P_KTW-7344,6,SKU-0666-363,6,72
1/6/2019,C_61-03,P_KTW-7344,7,SKU-0333-553,5,70
1/6/2019,C_61-04,P_GLV-8929,1,SKU-0757-403,5,70
1/6/2019,C_61-04,P_GLV-8929,2,SKU-0342-625,3,45
1/6/2019,C_61-04,P_GLV-8929,3,SKU-0211-474,5,70
1/6/2019,C_61-05,P_QFR-6144,1,SKU-0998-837,6,66
1/6/2019,C_61-05,P_QFR-6144,2,SKU-0784-153,1,14
1/6/2019,C_61-05,P_QFR-6144,3,SKU-0874-357,3,36
1/6/2019,C_61-05,P_QFR-6144,4,SKU-0495-625,4,32
1/6/2019,C_61-05,P_QFR-6144,5,SKU-0378-553,4,64
1/6/2019,C_61-05,P_QFR-6144,6,SKU-0543-311,5,55
1/7/2019,C_71-01,P_WTA-9028,1,SKU-0900-588,3,27
1/7/2019,C_71-01,P_WTA-9028,2,SKU-0971-599,6,30
1/7/2019,C_71-01,P_WTA-9028,3,SKU-0189-761,4,40
1/7/2019,C_71-01,P_WTA-9028,4,SKU-0202-788,3,36
1/7/2019,C_71-01,P_WTA-9028,5,SKU-0560-332,5,65
1/7/2019,C_71-02,P_QUG-2091,1,SKU-0920-863,6,30
1/7/2019,C_71-02,P_QUG-2091,2,SKU-0803-369,4,56
1/7/2019,C_71-02,P_QUG-2091,3,SKU-0442-636,2,34
1/7/2019,C_71-02,P_QUG-2091,4,SKU-0988-176,6,78
1/7/2019,C_71-02,P_QUG-2091,5,SKU-0152-908,6,60
1/7/2019,C_71-02,P_QUG-2091,6,SKU-0646-492,5,80
1/7/2019,C_71-03,P_BVL-3495,1,SKU-0918-588,6,90
1/7/2019,C_71-03,P_BVL-3495,2,SKU-0652-436,4,68
1/7/2019,C_71-04,P_JMV-9804,1,SKU-0828-408,2,18
1/7/2019,C_71-04,P_JMV-9804,2,SKU-0731-915,4,56
1/7/2019,C_71-04,P_JMV-9804,3,SKU-0944-318,6,84
1/7/2019,C_71-05,P_PEV-8053,1,SKU-0786-235,1,14
1/7/2019,C_71-05,P_PEV-8053,2,SKU-0740-712,1,18
1/7/2019,C_71-05,P_PEV-8053,3,SKU-0171-719,1,8
1/7/2019,C_71-05,P_PEV-8053,4,SKU-0294-839,6,66
1/7/2019,C_71-05,P_PEV-8053,5,SKU-0402-794,6,48
1/8/2019,C_81-01,P_GDP-9353,1,SKU-0332-964,1,11
1/8/2019,C_81-01,P_GDP-9353,2,SKU-0581-515,2,34
1/8/2019,C_81-01,P_GDP-9353,3,SKU-0771-229,4,44
1/8/2019,C_81-01,P_GDP-9353,4,SKU-0782-458,1,8
1/8/2019,C_81-02,P_GGW-4831,1,SKU-0597-657,6,60
1/8/2019,C_81-02,P_GGW-4831,2,SKU-0666-636,2,24
1/8/2019,C_81-02,P_GGW-4831,3,SKU-0306-783,3,24
1/8/2019,C_81-02,P_GGW-4831,4,SKU-0599-709,6,72
1/8/2019,C_81-02,P_GGW-4831,5,SKU-0588-280,5,85
1/8/2019,C_81-02,P_GGW-4831,6,SKU-0278-757,2,30
1/8/2019,C_81-02,P_GGW-4831,7,SKU-0248-107,1,18
1/8/2019,C_81-02,P_GGW-4831,8,SKU-0161-579,2,30
1/8/2019,C_81-03,P_LRH-2192,1,SKU-0853-628,4,32
1/8/2019,C_81-03,P_LRH-2192,2,SKU-0473-242,3,15
1/8/2019,C_81-04,P_CZC-4135,1,SKU-0479-556,1,19
1/8/2019,C_81-04,P_CZC-4135,2,SKU-0942-374,5,90
1/8/2019,C_81-04,P_CZC-4135,3,SKU-0914-520,6,90
1/8/2019,C_81-05,P_DUH-3186,1,SKU-0688-390,6,120
1/8/2019,C_81-05,P_DUH-3186,2,SKU-0850-811,3,36
1/8/2019,C_81-05,P_DUH-3186,3,SKU-0519-259,5,40
1/8/2019,C_81-05,P_DUH-3186,4,SKU-0304-359,3,45
1/9/2019,C_91-01,P_MYC-1777,1,SKU-0929-732,6,30
1/9/2019,C_91-02,P_GPG-4764,1,SKU-0234-831,1,7
1/9/2019,C_91-02,P_GPG-4764,2,SKU-0877-127,5,30
1/9/2019,C_91-03,P_GJP-3531,1,SKU-0680-116,2,24
1/9/2019,C_91-03,P_GJP-3531,2,SKU-0970-744,5,40
1/9/2019,C_91-03,P_GJP-3531,3,SKU-0869-461,4,20
1/9/2019,C_91-03,P_GJP-3531,4,SKU-0563-516,3,60
1/9/2019,C_91-03,P_GJP-3531,5,SKU-0761-704,3,15
1/9/2019,C_91-03,P_GJP-3531,6,SKU-0319-893,4,20
1/9/2019,C_91-04,P_SVY-3254,1,SKU-0548-238,4,72
1/9/2019,C_91-04,P_SVY-3254,2,SKU-0885-305,6,66
1/9/2019,C_91-04,P_SVY-3254,3,SKU-0221-948,3,57
1/9/2019,C_91-04,P_SVY-3254,4,SKU-0167-526,5,65
1/9/2019,C_91-04,P_SVY-3254,5,SKU-0553-953,2,40
1/9/2019,C_91-05,P_OXQ-6218,1,SKU-0376-547,1,19
1/9/2019,C_91-05,P_OXQ-6218,2,SKU-0337-702,4,36
1/9/2019,C_91-05,P_OXQ-6218,3,SKU-0592-938,2,12
1/9/2019,C_91-05,P_OXQ-6218,4,SKU-0933-328,6,66
1/9/2019,C_91-05,P_OXQ-6218,5,SKU-0921-431,6,48
1/9/2019,C_91-05,P_OXQ-6218,6,SKU-0175-141,4,24
1/9/2019,C_91-05,P_OXQ-6218,7,SKU-0112-982,1,16
1/10/2019,C_101-01,P_KFS-2533,1,SKU-0799-226,5,55
1/10/2019,C_101-01,P_KFS-2533,2,SKU-0760-948,6,42
1/10/2019,C_101-01,P_KFS-2533,3,SKU-0877-169,1,10
1/10/2019,C_101-02,P_GVN-1315,1,SKU-0657-432,6,42
1/10/2019,C_101-02,P_GVN-1315,2,SKU-0540-653,3,15
1/10/2019,C_101-02,P_GVN-1315,3,SKU-0131-603,2,20
1/10/2019,C_101-02,P_GVN-1315,4,SKU-0176-779,6,30
1/10/2019,C_101-02,P_GVN-1315,5,SKU-0102-102,3,27
1/10/2019,C_101-03,P_WCI-3520,1,SKU-0558-410,1,15
1/10/2019,C_101-03,P_WCI-3520,2,SKU-0680-694,2,20
1/10/2019,C_101-03,P_WCI-3520,3,SKU-0637-723,1,13
1/10/2019,C_101-03,P_WCI-3520,4,SKU-0260-836,2,32
1/10/2019,C_101-04,P_EGS-1480,1,SKU-0776-152,3,15
1/10/2019,C_101-04,P_EGS-1480,2,SKU-0897-354,2,36
1/10/2019,C_101-04,P_EGS-1480,3,SKU-0873-416,4,44
1/10/2019,C_101-04,P_EGS-1480,4,SKU-0677-807,4,32
1/10/2019,C_101-04,P_EGS-1480,5,SKU-0763-263,1,7
1/10/2019,C_101-05,P_LBM-6352,1,SKU-0275-296,1,16
1/10/2019,C_101-05,P_LBM-6352,2,SKU-0892-125,3,21
1/10/2019,C_101-05,P_LBM-6352,3,SKU-0260-327,2,12
1/10/2019,C_101-05,P_LBM-6352,4,SKU-0700-489,3,57
1/11/2019,C_111-01,P_NVS-6796,1,SKU-0394-814,2,10
1/11/2019,C_111-01,P_NVS-6796,2,SKU-0696-649,5,100
1/11/2019,C_111-01,P_NVS-6796,3,SKU-0157-387,2,18
1/11/2019,C_111-01,P_NVS-6796,4,SKU-0515-663,1,8
1/11/2019,C_111-01,P_NVS-6796,5,SKU-0371-694,6,36
1/11/2019,C_111-02,P_ZOM-2316,1,SKU-0382-580,4,72
1/11/2019,C_111-02,P_ZOM-2316,2,SKU-0873-135,6,54
1/11/2019,C_111-02,P_ZOM-2316,3,SKU-0232-491,6,114
1/11/2019,C_111-02,P_ZOM-2316,4,SKU-0318-880,4,40
1/11/2019,C_111-02,P_ZOM-2316,5,SKU-0788-513,5,30
1/11/2019,C_111-02,P_ZOM-2316,6,SKU-0681-394,1,6
1/11/2019,C_111-03,P_ISD-7862,1,SKU-0597-703,4,20
1/11/2019,C_111-03,P_ISD-7862,2,SKU-0409-775,6,114
1/11/2019,C_111-04,P_JIH-4874,1,SKU-0785-392,1,15
1/11/2019,C_111-04,P_JIH-4874,2,SKU-0270-908,4,76
1/11/2019,C_111-04,P_JIH-4874,3,SKU-0334-928,2,10
1/11/2019,C_111-04,P_JIH-4874,4,SKU-0192-292,1,19
1/11/2019,C_111-05,P_RXD-7806,1,SKU-0520-547,1,19
1/11/2019,C_111-05,P_RXD-7806,2,SKU-0101-942,2,32
1/11/2019,C_111-05,P_RXD-7806,3,SKU-0394-227,3,21
1/11/2019,C_111-05,P_RXD-7806,4,SKU-0954-635,4,24
1/12/2019,C_121-01,P_EDL-3873,1,SKU-0226-180,5,70
1/12/2019,C_121-01,P_EDL-3873,2,SKU-0445-157,3,42
1/12/2019,C_121-01,P_EDL-3873,3,SKU-0171-552,5,90
1/12/2019,C_121-01,P_EDL-3873,4,SKU-0230-263,2,20
1/12/2019,C_121-02,P_NHG-1905,1,SKU-0106-941,1,8
1/12/2019,C_121-02,P_NHG-1905,2,SKU-0542-940,2,30
1/12/2019,C_121-03,P_AJQ-8260,1,SKU-0246-440,4,68
1/12/2019,C_121-03,P_AJQ-8260,2,SKU-0237-484,3,30
1/12/2019,C_121-03,P_AJQ-8260,3,SKU-0713-887,6,54
1/12/2019,C_121-04,P_HQT-1715,1,SKU-0693-665,6,90
1/12/2019,C_121-04,P_HQT-1715,2,SKU-0683-687,5,30
1/12/2019,C_121-04,P_HQT-1715,3,SKU-0764-177,1,14
1/12/2019,C_121-04,P_HQT-1715,4,SKU-0438-923,5,50
1/12/2019,C_121-04,P_HQT-1715,5,SKU-0316-276,4,24
1/12/2019,C_121-04,P_HQT-1715,6,SKU-0686-598,5,40
1/12/2019,C_121-04,P_HQT-1715,7,SKU-0673-121,5,95
1/12/2019,C_121-05,P_TYX-6656,1,SKU-0431-882,6,90
1/12/2019,C_121-05,P_TYX-6656,2,SKU-0532-141,3,48
1/12/2019,C_121-05,P_TYX-6656,3,SKU-0117-364,1,16
1/12/2019,C_121-05,P_TYX-6656,4,SKU-0969-271,4,60
1/12/2019,C_121-05,P_TYX-6656,5,SKU-0104-990,2,24
1/13/2019,C_131-01,P_LMD-2527,1,SKU-0783-263,5,30
1/13/2019,C_131-01,P_LMD-2527,2,SKU-0594-676,3,21
1/13/2019,C_131-01,P_LMD-2527,3,SKU-0593-553,5,55
1/13/2019,C_131-01,P_LMD-2527,4,SKU-0369-463,4,72
1/13/2019,C_131-02,P_LXR-7063,1,SKU-0559-496,5,50
1/13/2019,C_131-02,P_LXR-7063,2,SKU-0669-939,3,21
1/13/2019,C_131-02,P_LXR-7063,3,SKU-0682-682,2,32
1/13/2019,C_131-02,P_LXR-7063,4,SKU-0989-582,3,18
1/13/2019,C_131-02,P_LXR-7063,5,SKU-0285-808,5,95
1/13/2019,C_131-03,P_TNI-6973,1,SKU-0446-993,6,114
1/13/2019,C_131-03,P_TNI-6973,2,SKU-0570-436,1,20
1/13/2019,C_131-03,P_TNI-6973,3,SKU-0660-942,2,20
1/13/2019,C_131-03,P_TNI-6973,4,SKU-0574-196,5,85
1/13/2019,C_131-04,P_ITN-8543,1,SKU-0174-783,3,45
1/13/2019,C_131-04,P_ITN-8543,2,SKU-0119-955,6,42
1/13/2019,C_131-04,P_ITN-8543,3,SKU-0404-538,4,28
1/13/2019,C_131-04,P_ITN-8543,4,SKU-0201-668,6,48
1/13/2019,C_131-05,P_PWB-9926,1,SKU-0876-698,6,108
1/13/2019,C_131-05,P_PWB-9926,2,SKU-0818-388,2,18
1/13/2019,C_131-05,P_PWB-9926,3,SKU-0867-967,1,12
1/13/2019,C_131-05,P_PWB-9926,4,SKU-0239-503,2,40
1/14/2019,C_141-01,P_VMW-8795,1,SKU-0960-489,6,102
1/14/2019,C_141-01,P_VMW-8795,2,SKU-0959-769,5,50
1/14/2019,C_141-01,P_VMW-8795,3,SKU-0623-805,5,80
1/14/2019,C_141-02,P_KEP-2962,1,SKU-0147-938,4,28
1/14/2019,C_141-02,P_KEP-2962,2,SKU-0502-191,5,60
1/14/2019,C_141-02,P_KEP-2962,3,SKU-0979-657,6,96
1/14/2019,C_141-02,P_KEP-2962,4,SKU-0109-517,5,65
1/14/2019,C_141-02,P_KEP-2962,5,SKU-0716-650,1,12
1/14/2019,C_141-03,P_IQR-5314,1,SKU-0772-465,3,30
1/14/2019,C_141-03,P_IQR-5314,2,SKU-0701-584,1,11
1/14/2019,C_141-04,P_VRI-6575,1,SKU-0287-678,5,35
1/14/2019,C_141-04,P_VRI-6575,2,SKU-0667-462,5,40
1/14/2019,C_141-04,P_VRI-6575,3,SKU-0788-824,5,70
1/14/2019,C_141-04,P_VRI-6575,4,SKU-0329-969,6,114
1/14/2019,C_141-05,P_LPC-7521,1,SKU-0562-142,4,44
1/14/2019,C_141-05,P_LPC-7521,2,SKU-0188-966,6,36
1/14/2019,C_141-05,P_LPC-7521,3,SKU-0335-384,2,36
1/14/2019,C_141-05,P_LPC-7521,4,SKU-0810-373,6,108
1/14/2019,C_141-05,P_LPC-7521,5,SKU-0342-973,5,45
1/14/2019,C_141-05,P_LPC-7521,6,SKU-0581-102,1,19
1/14/2019,C_141-05,P_LPC-7521,7,SKU-0954-251,4,80
1/15/2019,C_151-01,P_TFT-5881,1,SKU-0237-296,3,30
1/15/2019,C_151-01,P_TFT-5881,2,SKU-0297-653,5,90
1/15/2019,C_151-01,P_TFT-5881,3,SKU-0199-864,4,68
1/15/2019,C_151-01,P_TFT-5881,4,SKU-0845-123,5,25
1/15/2019,C_151-01,P_TFT-5881,5,SKU-0344-572,5,100
1/15/2019,C_151-01,P_TFT-5881,6,SKU-0720-660,4,36
1/15/2019,C_151-02,P_XFA-9365,1,SKU-0282-946,3,36
1/15/2019,C_151-02,P_XFA-9365,2,SKU-0388-855,4,80
1/15/2019,C_151-02,P_XFA-9365,3,SKU-0235-733,6,60
1/15/2019,C_151-03,P_BAX-9512,1,SKU-0604-273,6,90
1/15/2019,C_151-03,P_BAX-9512,2,SKU-0976-234,6,48
1/15/2019,C_151-03,P_BAX-9512,3,SKU-0271-835,1,17
1/15/2019,C_151-04,P_ARJ-4590,1,SKU-0618-234,5,70
1/15/2019,C_151-04,P_ARJ-4590,2,SKU-0472-596,4,76
1/15/2019,C_151-04,P_ARJ-4590,3,SKU-0918-753,5,60
1/15/2019,C_151-05,P_OBE-9853,1,SKU-0229-717,5,50
1/15/2019,C_151-05,P_OBE-9853,2,SKU-0382-974,4,28
1/15/2019,C_151-05,P_OBE-9853,3,SKU-0456-782,1,11
1/15/2019,C_151-05,P_OBE-9853,4,SKU-0883-551,5,25
1/15/2019,C_151-05,P_OBE-9853,5,SKU-0501-104,5,60
1/15/2019,C_151-05,P_OBE-9853,6,SKU-0389-446,6,42
1/16/2019,C_161-01,P_IER-5523,1,SKU-0125-554,3,48
1/16/2019,C_161-01,P_IER-5523,2,SKU-0932-121,2,28
1/16/2019,C_161-01,P_IER-5523,3,SKU-0979-167,4,68
1/16/2019,C_161-01,P_IER-5523,4,SKU-0988-851,5,35
1/16/2019,C_161-01,P_IER-5523,5,SKU-0768-435,5,95
1/16/2019,C_161-01,P_IER-5523,6,SKU-0303-633,3,30
1/16/2019,C_161-01,P_IER-5523,7,SKU-0485-111,2,34
1/16/2019,C_161-01,P_IER-5523,8,SKU-0700-281,6,120
1/16/2019,C_161-02,P_MBS-4263,1,SKU-0238-901,1,5
1/16/2019,C_161-02,P_MBS-4263,2,SKU-0214-447,5,25
1/16/2019,C_161-03,P_ALK-3835,1,SKU-0456-438,1,16
1/16/2019,C_161-03,P_ALK-3835,2,SKU-0828-106,5,100
1/16/2019,C_161-04,P_XIZ-7144,1,SKU-0267-682,2,28
1/16/2019,C_161-04,P_XIZ-7144,2,SKU-0266-430,2,14
1/16/2019,C_161-04,P_XIZ-7144,3,SKU-0435-115,2,30
1/16/2019,C_161-04,P_XIZ-7144,4,SKU-0889-389,4,80
1/16/2019,C_161-04,P_XIZ-7144,5,SKU-0482-698,2,36
1/16/2019,C_161-04,P_XIZ-7144,6,SKU-0680-288,4,40
1/16/2019,C_161-04,P_XIZ-7144,7,SKU-0913-970,1,7
1/16/2019,C_161-04,P_XIZ-7144,8,SKU-0378-879,3,36
1/16/2019,C_161-05,P_MQO-4585,1,SKU-0302-363,1,11
1/17/2019,C_171-01,P_RQZ-3927,1,SKU-0506-683,3,45
1/17/2019,C_171-01,P_RQZ-3927,2,SKU-0163-326,3,33
1/17/2019,C_171-01,P_RQZ-3927,3,SKU-0215-569,1,10
1/17/2019,C_171-01,P_RQZ-3927,4,SKU-0149-931,1,16
1/17/2019,C_171-01,P_RQZ-3927,5,SKU-0515-803,6,30
1/17/2019,C_171-02,P_UDI-1921,1,SKU-0430-589,3,33
1/17/2019,C_171-03,P_WPJ-9976,1,SKU-0322-895,2,30
1/17/2019,C_171-03,P_WPJ-9976,2,SKU-0355-558,2,14
1/17/2019,C_171-03,P_WPJ-9976,3,SKU-0136-237,4,28
1/17/2019,C_171-03,P_WPJ-9976,4,SKU-0328-656,5,80
1/17/2019,C_171-03,P_WPJ-9976,5,SKU-0984-208,4,52
1/17/2019,C_171-03,P_WPJ-9976,6,SKU-0691-254,5,60
1/17/2019,C_171-03,P_WPJ-9976,7,SKU-0461-134,3,18
1/17/2019,C_171-03,P_WPJ-9976,8,SKU-0906-213,3,57
1/17/2019,C_171-04,P_GSV-5919,1,SKU-0820-903,5,90
1/17/2019,C_171-04,P_GSV-5919,2,SKU-0767-277,1,7
1/17/2019,C_171-04,P_GSV-5919,3,SKU-0363-997,2,28
1/17/2019,C_171-04,P_GSV-5919,4,SKU-0428-757,4,44
1/17/2019,C_171-05,P_TWY-5499,1,SKU-0809-895,4,36
1/17/2019,C_171-05,P_TWY-5499,2,SKU-0144-733,3,21
1/17/2019,C_171-05,P_TWY-5499,3,SKU-0648-332,6,120
1/18/2019,C_181-01,P_EUJ-3626,1,SKU-0487-270,1,13
1/18/2019,C_181-01,P_EUJ-3626,2,SKU-0133-522,3,18
1/18/2019,C_181-02,P_DTA-9342,1,SKU-0331-557,6,48
1/18/2019,C_181-02,P_DTA-9342,2,SKU-0948-669,5,55
1/18/2019,C_181-02,P_DTA-9342,3,SKU-0647-954,3,30
1/18/2019,C_181-02,P_DTA-9342,4,SKU-0155-821,2,38
1/18/2019,C_181-02,P_DTA-9342,5,SKU-0451-404,1,20
1/18/2019,C_181-03,P_BMQ-1329,1,SKU-0520-718,3,45
1/18/2019,C_181-03,P_BMQ-1329,2,SKU-0113-136,3,39
1/18/2019,C_181-04,P_VTW-7744,1,SKU-0625-366,5,50
1/18/2019,C_181-04,P_VTW-7744,2,SKU-0979-357,3,54
1/18/2019,C_181-04,P_VTW-7744,3,SKU-0365-191,2,34
1/18/2019,C_181-04,P_VTW-7744,4,SKU-0680-804,4,44
1/18/2019,C_181-04,P_VTW-7744,5,SKU-0342-623,6,84
1/18/2019,C_181-04,P_VTW-7744,6,SKU-0841-644,6,96
1/18/2019,C_181-04,P_VTW-7744,7,SKU-0943-406,1,9
1/18/2019,C_181-04,P_VTW-7744,8,SKU-0416-286,4,56
1/18/2019,C_181-05,P_YCT-3394,1,SKU-0473-198,3,54
